"MUNICIPIO","DEPARTAMENTO","POBLACIÓN_5_16","TASA_MATRICULACIÓN_5_16","COBERTURA_NETA","COBERTURA_NETA_TRANSICIÓN","COBERTURA_NETA_PRIMARIA","COBERTURA_NETA_SECUNDARIA","COBERTURA_NETA_MEDIA","COBERTURA_BRUTA","COBERTURA_BRUTA_TRANSICIÓN","COBERTURA_BRUTA_PRIMARIA","COBERTURA_BRUTA_SECUNDARIA","COBERTURA_BRUTA_MEDIA","DESERCIÓN","DESERCIÓN_TRANSICIÓN","DESERCIÓN_PRIMARIA","DESERCIÓN_SECUNDARIA","DESERCIÓN_MEDIA","APROBACIÓN","APROBACIÓN_TRANSICIÓN","APROBACIÓN_PRIMARIA","APROBACIÓN_SECUNDARIA","APROBACIÓN_MEDIA","REPROBACIÓN","REPROBACIÓN_TRANSICIÓN","REPROBACIÓN_PRIMARIA","REPROBACIÓN_SECUNDARIA","REPROBACIÓN_MEDIA","REPITENCIA","REPITENCIA_TRANSICIÓN","REPITENCIA_PRIMARIA","REPITENCIA_SECUNDARIA","REPITENCIA_MEDIA"
"Sevilla","Valle del Cauca","7742",0.6292,0.6292,0.579,0.6176,0.5048,0.3596,0.7174,0.6696,0.7155,0.7515,0.6735,0.0738,0.0852,0.063,0.092,0.0567,0.8666,0.0033,0.8843,0.8192,0.906,0.0596,0.0033,0.0527,0.0888,0.0373,0.0996,0.023,0.0891,0.15,0.0478
"San Pedro","Valle del Cauca","3489",0.7185,0.7183,0.475,0.7071,0.6008,0.4667,0.8002,0.65,0.8255,0.8288,0.7521,0.0561,0.053,0.0493,0.0707,0.0419,0.9006,0,0.9198,0.8522,0.9419,0.0433,0,0.0308,0.0771,0.0161,0.0711,0.0455,0.0596,0.1105,0.0194
"Roldanillo","Valle del Cauca","6835",0.7599,0.7584,0.6098,0.7083,0.6584,0.5697,0.8464,0.798,0.8048,0.856,0.9445,0.0363,0.0517,0.0275,0.0435,0.0358,0.9158,0.0034,0.9404,0.8968,0.8889,0.0479,0.0034,0.0322,0.0597,0.0754,0.0696,0.0414,0.0626,0.0877,0.06
"Riofrío","Valle del Cauca","3136",0.7274,0.7274,0.6133,0.7435,0.5928,0.3988,0.8115,0.707,0.8504,0.8409,0.7043,0.0563,0.0387,0.0307,0.0796,0.1016,0.8556,0,0.917,0.752,0.8295,0.0881,0,0.0523,0.1684,0.0689,0.1033,0.0276,0.0712,0.1828,0.0656
"Restrepo","Valle del Cauca","3203",0.8558,0.8558,0.6628,0.8131,0.7544,0.5112,0.9251,0.8295,0.9437,0.9824,0.809,0.0418,0.0561,0.0335,0.0496,0.0403,0.9077,0,0.9353,0.8593,0.9244,0.0505,0,0.0312,0.0912,0.0353,0.0735,0.0187,0.0775,0.0951,0.0353
"Pradera","Valle del Cauca","10255",0.68,0.6797,0.5506,0.6533,0.5841,0.3343,0.7719,0.7898,0.8093,0.824,0.5751,0.075,0.1013,0.0606,0.0943,0.0467,0.8572,0,0.875,0.8033,0.9416,0.0678,0,0.0643,0.1024,0.0117,0.1063,0.0612,0.0984,0.1449,0.0397
"Palmira","Valle del Cauca","61232",0.7916,0.7903,0.5172,0.7593,0.6971,0.4649,0.8861,0.7243,0.8897,0.9565,0.8163,0.0514,0.0498,0.0451,0.0652,0.0352,0.843,0.0028,0.8887,0.7527,0.8876,0.1055,0.0028,0.0662,0.1821,0.0772,0.0889,0.0241,0.0813,0.1268,0.0418
"Obando","Valle del Cauca","2483",0.5215,0.5215,0.4789,0.5084,0.3951,0.3073,0.5735,0.6474,0.6205,0.5346,0.5059,0.0384,0.0325,0.0413,0.0411,0.0267,0.9039,0,0.9316,0.8285,0.9358,0.0576,0,0.027,0.1304,0.0374,0.0583,0.0163,0.0698,0.0628,0.0374
"La Victoria","Valle del Cauca","2114",0.7658,0.7658,0.4875,0.7497,0.6885,0.4711,0.8657,0.775,0.8591,0.9071,0.8375,0.0713,0.0833,0.0557,0.0968,0.0478,0.8551,0,0.91,0.7679,0.8805,0.0737,0,0.0343,0.1352,0.0717,0.0659,0.025,0.0514,0.1018,0.0398
"La Unión","Valle del Cauca","6502",0.7209,0.7207,0.6187,0.7356,0.6282,0.4554,0.7938,0.7769,0.812,0.8132,0.7193,0.0649,0.0472,0.0487,0.0896,0.0629,0.8881,0,0.9151,0.8373,0.8967,0.047,0,0.0362,0.0731,0.0404,0.0583,0.0206,0.0476,0.0915,0.0299
"La Cumbre","Valle del Cauca","2841",0.698,0.698,0.4771,0.6724,0.6404,0.4077,0.7888,0.7202,0.7513,0.8689,0.7485,0.0642,0.1088,0.0541,0.0739,0.0458,0.8975,0,0.925,0.8616,0.915,0.0383,0,0.0209,0.0645,0.0392,0.0731,0.0608,0.0701,0.1007,0.0196
"Jamundí","Valle del Cauca","33349",0.7846,0.7835,0.6143,0.7803,0.6661,0.4197,0.8451,0.7512,0.9002,0.8768,0.6937,0.0589,0.0586,0.0534,0.0733,0.0382,0.8676,0.0014,0.8941,0.8066,0.9037,0.0735,0.0014,0.0524,0.1202,0.0581,0.0904,0.0184,0.0806,0.1307,0.0533
"Guacarí","Valle del Cauca","6797",0.7681,0.768,0.5712,0.7879,0.605,0.4357,0.8813,0.8022,0.9212,0.8787,0.8261,0.0499,0.0373,0.0396,0.0732,0.0269,0.8756,0.0031,0.9071,0.8002,0.9335,0.0745,0.0031,0.0533,0.1266,0.0396,0.0899,0.0248,0.0857,0.1302,0.0301
"Ginebra","Valle del Cauca","4590",0.7632,0.7632,0.523,0.6538,0.762,0.5522,0.8538,0.6868,0.7391,0.9867,0.9308,0.0505,0.0585,0.0384,0.0677,0.0295,0.8708,0.0053,0.8974,0.8312,0.8941,0.0787,0.0053,0.0642,0.1011,0.0764,0.0821,0.0106,0.0776,0.1068,0.0538
"Florida","Valle del Cauca","11637",0.7723,0.7719,0.5646,0.752,0.6742,0.4622,0.8804,0.8928,0.8794,0.9048,0.8287,0.0623,0.0841,0.0513,0.0713,0.0604,0.8767,0.0062,0.8892,0.8417,0.9042,0.061,0.0062,0.0596,0.087,0.0354,0.0902,0.1415,0.0817,0.1083,0.044
"El Dovio","Valle del Cauca","2026",0.8717,0.8717,0.6946,0.9024,0.5659,0.291,1.0296,1.0898,1.2485,0.9378,0.6068,0.0659,0.0659,0.0472,0.1179,0.0142,0.86,0,0.8527,0.8232,0.9504,0.0741,0,0.1002,0.0589,0.0355,0.1388,0.0604,0.1778,0.1139,0.0493
"El Cerrito","Valle del Cauca","10708",0.8299,0.8296,0.6329,0.8447,0.7087,0.5105,0.9169,0.9231,0.9559,0.8939,0.8649,0.0422,0.1654,0.0278,0.0336,0.0367,0.8674,0,0.9266,0.8047,0.848,0.0905,0,0.0456,0.1618,0.1153,0.0735,0.1008,0.0668,0.0829,0.0577
"El Cairo","Valle del Cauca","1407",0.6702,0.6702,0.5391,0.6476,0.5941,0.3717,0.7413,0.713,0.7841,0.7611,0.6018,0.0709,0.0366,0.071,0.0862,0.0543,0.8901,0.0366,0.8839,0.8708,0.938,0.039,0.0366,0.0452,0.0431,0.0078,0.0849,0.0122,0.1054,0.1015,0.0155
"El Águila","Valle del Cauca","1938",0.6089,0.6078,0.44,0.5732,0.5353,0.4448,0.6677,0.6267,0.6787,0.6827,0.6278,0.0629,0.0213,0.0662,0.0723,0.0526,0.8832,0,0.8897,0.841,0.9123,0.0539,0,0.0441,0.0867,0.0351,0.0792,0.0532,0.0974,0.0723,0.0526
"Dagua","Valle del Cauca","9651",0.6741,0.6741,0.4627,0.647,0.5643,0.3931,0.7796,0.6397,0.7749,0.7994,0.8208,0.0411,0.0529,0.0375,0.0509,0.0201,0.9039,0.0192,0.9103,0.8765,0.9411,0.0551,0.0192,0.0522,0.0725,0.0388,0.0779,0.0361,0.078,0.1085,0.0172
"Cartago","Valle del Cauca","24386",0.6967,0.6962,0.5283,0.6722,0.6241,0.4279,0.7736,0.6901,0.7735,0.8212,0.7168,0.0518,0.0419,0.0392,0.0735,0.0397,0.8668,0,0.9102,0.7908,0.8883,0.0813,0,0.0507,0.1357,0.0719,0.081,0.0184,0.0625,0.131,0.0402
"Candelaria","Valle del Cauca","18357",1.024,1.0237,0.6981,1.034,0.8902,0.5782,1.1133,0.9287,1.1806,1.153,0.955,0.0509,0.0548,0.0424,0.0685,0.0298,0.8706,0,0.9099,0.7986,0.891,0.0785,0,0.0478,0.1329,0.0792,0.0834,0.0488,0.0677,0.1283,0.032
"Calima El Darien","Valle del Cauca","3634",0.7342,0.7342,0.6051,0.7185,0.6437,0.4519,0.803,0.7645,0.8222,0.8359,0.7083,0.0476,0.0316,0.0403,0.0717,0.0233,0.9025,0,0.9243,0.8399,0.9417,0.0499,0,0.0354,0.0884,0.035,0.0654,0.0105,0.0601,0.0992,0.0321
"Caicedonia","Valle del Cauca","5276",0.6245,0.6245,0.5827,0.6533,0.5153,0.3391,0.711,0.7201,0.7496,0.6952,0.6502,0.0748,0.0734,0.0536,0.1111,0.0492,0.845,0,0.8991,0.739,0.8993,0.0802,0,0.0473,0.1499,0.0515,0.092,0.0077,0.0717,0.1593,0.0313
"Bugalagrande","Valle del Cauca","4746",0.673,0.6728,0.521,0.6613,0.5728,0.4246,0.759,0.7199,0.7744,0.7648,0.7286,0.0556,0.0745,0.0439,0.0652,0.0576,0.901,0,0.9232,0.8654,0.9101,0.0434,0,0.0329,0.0693,0.0323,0.0784,0.0213,0.0691,0.112,0.0528
"Guadalajara de Buga","Valle del Cauca","23246",0.7421,0.7406,0.4815,0.6931,0.6689,0.4609,0.8295,0.65,0.8177,0.8942,0.8143,0.0491,0.0786,0.0403,0.063,0.0252,0.8816,0.0131,0.9133,0.8286,0.9213,0.0693,0.0131,0.0464,0.1084,0.0534,0.0988,0.0975,0.0875,0.1295,0.0487
"Buenaventura","Valle del Cauca","84021",0.6315,0.6294,0.3569,0.5626,0.4864,0.3234,0.7551,0.5824,0.7708,0.7798,0.7574,0.0331,0.0326,0.036,0.0328,0.0244,0.8629,0.01,0.8662,0.8255,0.907,0.1039,0.01,0.0978,0.1417,0.0686,0.1352,0.1171,0.1596,0.1367,0.054
"Bolívar","Valle del Cauca","3378",0.6773,0.6773,0.5393,0.6664,0.5275,0.3193,0.7993,0.8464,0.8638,0.7957,0.615,0.0807,0.0717,0.0849,0.0954,0.0271,0.8431,0,0.831,0.7987,0.9496,0.0762,0,0.084,0.106,0.0233,0.1093,0.0338,0.1398,0.1099,0.0388
"Argelia","Valle del Cauca","1183",0.6889,0.6889,0.5747,0.7104,0.5205,0.4328,0.7861,0.7701,0.8688,0.7349,0.7015,0.0635,0.0149,0.0667,0.0731,0.0588,0.9001,0,0.8988,0.8846,0.8908,0.0364,0,0.0346,0.0423,0.0504,0.087,0.0299,0.1012,0.0962,0.0504
"Ansermanuevo","Valle del Cauca","3793",0.6757,0.6757,0.4808,0.6498,0.5849,0.2998,0.8086,0.6699,0.8274,0.9088,0.6268,0.0718,0.1026,0.068,0.0816,0.0306,0.8307,0,0.8258,0.7929,0.9345,0.0974,0,0.1062,0.1255,0.0349,0.1123,0.0205,0.1155,0.1474,0.048
"Andalucía","Valle del Cauca","4183",0.6338,0.6328,0.4683,0.6352,0.5378,0.3871,0.7083,0.6344,0.7117,0.73,0.6914,0.0642,0.0795,0.0557,0.0828,0.0378,0.8599,0.0132,0.8982,0.786,0.9041,0.0759,0.0132,0.0461,0.1312,0.0581,0.0935,0.0795,0.0697,0.1541,0.0262
"Alcalá","Valle del Cauca","2887",0.6242,0.6242,0.509,0.6064,0.4995,0.2949,0.7115,0.7342,0.7243,0.7386,0.6162,0.0736,0.092,0.055,0.0961,0.0648,0.8435,0,0.8689,0.7913,0.8543,0.0829,0,0.0761,0.1126,0.081,0.0959,0.0245,0.0773,0.1547,0.0486
"Cali","Valle del Cauca","379094",0.7903,0.7877,0.5795,0.7693,0.6818,0.4883,0.8737,0.7306,0.8799,0.8862,0.9014,0.0441,0.047,0.0399,0.0529,0.0339,0.8849,0.0042,0.9088,0.8339,0.9067,0.0709,0.0042,0.0513,0.1132,0.0594,0.0813,0.0457,0.0734,0.1133,0.0434
"Villarrica","Tolima","856",0.9054,0.9054,0.7042,0.9559,0.7633,0.3741,0.9568,1.0986,1.0964,0.9399,0.554,0.044,0.0641,0.0252,0.0714,0.026,0.9059,0,0.9622,0.812,0.9091,0.0501,0,0.0126,0.1165,0.0649,0.0769,0.0256,0.0628,0.1316,0.013
"Villahermosa","Tolima","1871",0.7948,0.7948,0.5556,0.743,0.717,0.398,0.8803,0.817,0.8785,0.9634,0.7425,0.0375,0.048,0.0144,0.0565,0.0611,0.9302,0,0.9438,0.9107,0.9222,0.0323,0,0.0418,0.0328,0.0167,0.0937,0.048,0.0865,0.133,0.0333
"Venadillo","Tolima","2344",0.8724,0.8724,0.52,0.7931,0.7393,0.6575,0.9893,0.7429,0.9034,1.0894,1.0975,0.0199,0.0154,0.014,0.0342,0.0056,0.9218,0,0.936,0.8724,0.9694,0.0583,0,0.05,0.0934,0.025,0.0763,0.0462,0.0593,0.1158,0.0444
"Valle de San Juan","Tolima","987",0.8389,0.8389,0.6479,0.8275,0.6793,0.5087,0.8875,1.0282,0.95,0.8542,0.7514,0.0103,0.0274,0.0105,0.0102,0,0.9372,0,0.9684,0.8942,0.9231,0.0525,0,0.0211,0.0956,0.0769,0.0559,0.0137,0.0474,0.0922,0.0231
"Suárez","Tolima","564",0.8954,0.8954,0.5581,0.8584,0.802,0.4694,0.9787,0.8837,0.9735,1.0812,0.8265,0.038,0.0526,0.0091,0.0751,0.0123,0.9058,0,0.9818,0.8122,0.9259,0.0562,0,0.0091,0.1127,0.0617,0.0906,0.0789,0.0864,0.1174,0.037
"Santa Isabel","Tolima","1155",0.8398,0.8398,0.5349,0.8238,0.7469,0.4103,1.039,0.7791,1.2059,1.0397,0.7487,0.0319,0.0299,0.0246,0.0424,0.0273,0.9192,0,0.9263,0.9019,0.9182,0.0489,0,0.0491,0.0557,0.0545,0.1185,0.0149,0.1002,0.1746,0.0636
"San Luis","Tolima","2225",0.9344,0.9344,0.5466,0.953,0.7852,0.5013,1.0103,0.8882,1.1041,1.032,0.8021,0.0395,0.035,0.0345,0.0492,0.0336,0.8818,0,0.9189,0.8241,0.8691,0.0786,0,0.0467,0.1268,0.0973,0.0845,0.021,0.0832,0.1216,0.0235
"San Antonio","Tolima","2924",0.8735,0.8735,0.7911,0.8919,0.6863,0.5264,0.9658,1,1.0291,0.9382,0.8516,0.0156,0.0089,0.0129,0.0207,0.0175,0.9395,0,0.941,0.9196,0.9474,0.0449,0,0.046,0.0597,0.0351,0.0719,0.0178,0.0961,0.0682,0.0292
"Saldaña","Tolima","2575",0.8427,0.8416,0.4813,0.8559,0.7127,0.4773,0.9049,0.7861,0.9854,0.9209,0.743,0.0151,0.0082,0.017,0.0128,0.0183,0.9532,0.0082,0.9502,0.9452,0.9694,0.0317,0.0082,0.0328,0.0421,0.0122,0.0629,0.0328,0.068,0.0765,0.0275
"Rovira","Tolima","4696",0.9295,0.9295,0.6782,0.9301,0.7772,0.5006,0.9987,0.9052,1.0924,1.0264,0.7644,0.0422,0.0392,0.0324,0.0634,0.0233,0.9309,0,0.9451,0.8926,0.965,0.0269,0,0.0225,0.0441,0.0117,0.0661,0.0163,0.0637,0.0936,0.0272
"Roncesvalles","Tolima","1214",0.7595,0.7595,0.6596,0.7311,0.6739,0.3676,0.7957,0.8723,0.8486,0.8357,0.549,0.0187,0.0244,0.0141,0.029,0,0.9482,0,0.9742,0.9188,0.9196,0.0332,0,0.0117,0.0522,0.0804,0.0756,0,0.1033,0.0809,0.0089
"Rioblanco","Tolima","5619",0.8005,0.8005,0.6262,0.817,0.6459,0.366,0.8841,0.8429,1.0253,0.8304,0.6151,0.0559,0.033,0.0431,0.091,0.0359,0.8952,0.0448,0.9076,0.8471,0.9552,0.0489,0.0448,0.0494,0.0619,0.009,0.0804,0.0189,0.1083,0.0747,0.0067
"Purificación","Tolima","3903",0.958,0.9572,0.5769,0.9158,0.8412,0.6727,1.0494,0.8846,1.0365,1.0783,1.1015,0.0273,0.0256,0.0132,0.0483,0.0189,0.9443,0,0.951,0.9229,0.9623,0.0283,0,0.0358,0.0288,0.0189,0.0866,0.1692,0.0917,0.091,0.0294
"Prado","Tolima","1553",0.9408,0.9408,0.464,0.8936,0.8566,0.5985,1.0354,0.8,1.0172,1.1057,1.0502,0.0322,0.0349,0.0179,0.0545,0.0166,0.9303,0,0.9513,0.88,0.9793,0.0375,0,0.0308,0.0655,0.0041,0.0543,0.0233,0.0471,0.0836,0.0166
"Planadas","Tolima","6497",0.9858,0.9858,0.7419,1.0604,0.7666,0.3992,1.0643,1.0072,1.2598,1.0005,0.6967,0.0521,0.0497,0.0358,0.0829,0.0466,0.89,0,0.8948,0.8527,0.9319,0.0579,0,0.0693,0.0645,0.0215,0.0894,0.0092,0.1116,0.09,0.0287
"Piedras","Tolima","1154",0.6924,0.6924,0.5422,0.7267,0.591,0.2909,0.7418,0.759,0.8378,0.7781,0.4727,0.021,0.0159,0.0106,0.0385,0.0096,0.8925,0,0.8912,0.8494,0.9712,0.0864,0,0.0981,0.1122,0.0192,0.0724,0,0.061,0.1154,0.0288
"Palocabildo","Tolima","1899",0.7825,0.7825,0.7727,0.8872,0.5352,0.3474,0.8325,0.987,1.0301,0.6808,0.5584,0.0294,0.0067,0.0159,0.0683,0.0197,0.9366,0,0.934,0.9049,0.9803,0.034,0,0.0501,0.0268,0,0.0667,0.02,0.0746,0.0854,0.0197
"Ortega","Tolima","6983",0.7588,0.7584,0.5397,0.7361,0.6588,0.4582,0.8147,0.7491,0.8391,0.8503,0.7123,0.0325,0.0305,0.0231,0.0435,0.0356,0.9262,0.0051,0.9386,0.8921,0.9513,0.0414,0.0051,0.0383,0.0644,0.0132,0.0753,0.0254,0.0892,0.0918,0.0171
"Natagaima","Tolima","2450",0.9943,0.9943,0.7529,0.9742,0.8368,0.5914,1.1127,1.0977,1.1424,1.0856,1.1061,0.0253,0.0301,0.015,0.0408,0.0153,0.9339,0,0.9625,0.8903,0.9388,0.0407,0,0.0225,0.0689,0.0459,0.0846,0.0181,0.0815,0.1185,0.0459
"Murillo","Tolima","940",0.5723,0.5723,0.4789,0.5933,0.4185,0.1456,0.6106,0.6479,0.7539,0.5785,0.3101,0.0296,0.0217,0.0034,0.0691,0.0408,0.8763,0,0.9072,0.7926,0.9184,0.0941,0,0.0893,0.1383,0.0408,0.1446,0,0.1443,0.1809,0.1429
"Melgar","Tolima","6424",1.1781,1.177,0.8169,1.1505,1.0456,0.7248,1.2914,1.1201,1.3236,1.3545,1.1719,0.0272,0.0273,0.0248,0.0322,0.022,0.9149,0.005,0.924,0.8795,0.9498,0.0579,0.005,0.0512,0.0883,0.0282,0.0737,0.0174,0.0756,0.0971,0.0367
"Mariquita","Tolima","6694",0.9029,0.902,0.6416,0.9022,0.7747,0.4707,0.9966,0.8832,1.0311,1.0337,0.8929,0.0268,0.0247,0.0289,0.0272,0.02,0.8915,0.0027,0.927,0.8331,0.8948,0.0817,0.0027,0.0441,0.1397,0.0852,0.0797,0.022,0.0615,0.1228,0.0506
"Líbano","Tolima","6404",0.9633,0.9633,0.6491,0.9242,0.8347,0.5677,1.0726,0.8794,1.0938,1.1246,1,0.0323,0.0585,0.0195,0.0431,0.0318,0.8954,0,0.9268,0.8453,0.9095,0.0723,0,0.0537,0.1116,0.0587,0.0939,0.0306,0.0907,0.1301,0.0367
"Lérida","Tolima","3072",0.9189,0.9186,0.5975,0.9005,0.7578,0.5829,1.0117,0.928,1.053,1.0304,0.9162,0.0227,0.0164,0.0193,0.0305,0.0178,0.9301,0,0.9474,0.8995,0.9239,0.0473,0,0.0333,0.07,0.0584,0.058,0.0219,0.0509,0.0824,0.0406
"Icononzo","Tolima","2157",0.9337,0.9337,0.6154,0.927,0.7935,0.5596,1.0473,0.8817,1.0595,1.0421,1.1053,0.0246,0.0296,0.0208,0.0313,0.017,0.9276,0.0074,0.9434,0.8898,0.9592,0.0478,0.0074,0.0358,0.0789,0.0238,0.0714,0.0296,0.0762,0.0871,0.0374
"Honda","Tolima","3920",0.8199,0.8196,0.5848,0.8367,0.6688,0.4003,0.9536,1.0217,1.0197,0.9688,0.7657,0.0341,0.0653,0.0257,0.0428,0.0221,0.9068,0.005,0.9353,0.8561,0.9361,0.059,0.005,0.039,0.1011,0.0418,0.118,0.1307,0.1019,0.1637,0.0491
"Herveo","Tolima","1394",0.7511,0.7511,0.5882,0.7125,0.6332,0.4304,0.8307,0.8039,0.8677,0.8709,0.6709,0.0257,0.0122,0.0183,0.0375,0.0282,0.8972,0,0.9268,0.8391,0.8944,0.0771,0,0.0549,0.1233,0.0775,0.1093,0.0122,0.0996,0.1555,0.0775
"Guamo","Tolima","5729",0.8602,0.8593,0.5329,0.8571,0.7073,0.5248,0.949,0.9038,0.9905,0.939,0.8929,0.0475,0.0806,0.0383,0.0604,0.0292,0.9016,0,0.9284,0.8634,0.9035,0.051,0,0.0333,0.0762,0.0673,0.0784,0.0387,0.0771,0.1099,0.0278
"Fresno","Tolima","5748",0.8867,0.8867,0.7241,0.8926,0.6932,0.4841,0.976,1.0613,1.0682,0.9124,0.8542,0.0341,0.0297,0.0269,0.0411,0.0448,0.8882,0,0.908,0.8275,0.9212,0.0777,0,0.0651,0.1314,0.034,0.0896,0.0434,0.0854,0.1291,0.0309
"Soracá","Boyacá","1400",1.2121,1.2121,0.7387,0.9139,1.2316,0.9955,1.3271,0.8378,1.1047,1.5895,1.6036,0.0253,0,0.0084,0.0463,0.0323,0.8681,0,0.9296,0.778,0.8571,0.1067,0,0.062,0.1757,0.1106,0.1256,0,0.0955,0.2008,0.0829
"Flandes","Tolima","5061",0.873,0.8726,0.5674,0.8783,0.7431,0.4335,0.9654,0.9249,1.0442,1.0006,0.7373,0.0513,0.0385,0.0449,0.059,0.0602,0.9012,0,0.9123,0.8682,0.9157,0.0475,0,0.0428,0.0728,0.0241,0.0785,0.0556,0.0828,0.0968,0.0289
"Falan","Tolima","1390",0.9655,0.9655,0.5922,0.8472,0.9562,0.7241,1.0791,0.7184,0.9601,1.1336,1.4224,0.0326,0.0135,0.0272,0.0461,0.0205,0.9306,0,0.9203,0.9114,0.9795,0.0368,0,0.0525,0.0424,0,0.0644,0,0.0832,0.07,0.0287
"Espinal","Tolima","11924",1.0764,1.075,0.8089,1.0925,0.9187,0.5845,1.2175,1.143,1.2825,1.2297,1.0872,0.0381,0.0404,0.0269,0.0501,0.04,0.9067,0,0.923,0.863,0.9459,0.0552,0,0.0502,0.0869,0.0142,0.097,0.0456,0.1028,0.1251,0.03
"Dolores","Tolima","1478",0.9276,0.9269,0.7807,0.8491,0.7961,0.5578,1.0122,1.0439,1.0066,1.049,0.9363,0.025,0.0252,0.0132,0.0435,0.0157,0.9321,0,0.9341,0.9048,0.9686,0.0429,0,0.0527,0.0518,0.0157,0.0714,0.0336,0.0758,0.0952,0.0209
"Cunday","Tolima","1569",0.8713,0.8713,0.6417,0.8,0.8318,0.5194,0.9713,0.8583,0.9015,1.0906,0.9496,0.0337,0.0104,0.0105,0.0571,0.0476,0.9396,0,0.9756,0.8987,0.9238,0.0267,0,0.0139,0.0442,0.0286,0.0372,0.0208,0.0296,0.0516,0.0286
"Coyaima","Tolima","4748",0.9762,0.9762,0.5695,0.8924,0.8896,0.6594,1.0487,0.8636,1.0439,1.0918,1.0602,0.0382,0.0227,0.0209,0.061,0.0401,0.9138,0,0.9339,0.8751,0.9211,0.048,0,0.0452,0.0639,0.0388,0.0825,0.0356,0.0909,0.1057,0.0254
"Coello","Tolima","1448",0.7921,0.7921,0.4375,0.7713,0.7091,0.4463,0.8722,0.7411,0.8915,0.9374,0.7521,0.0181,0.0843,0.0094,0.016,0.0184,0.9319,0,0.9476,0.9018,0.9693,0.0501,0,0.0431,0.0822,0.0123,0.0649,0.1205,0.0768,0.0594,0.0123
"Chaparral","Tolima","11274",0.858,0.8575,0.6811,0.8531,0.6837,0.4365,0.9995,0.9419,1.11,0.9808,0.7969,0.0286,0.0351,0.0197,0.0403,0.0276,0.909,0.0054,0.9234,0.8744,0.9122,0.0624,0.0054,0.0569,0.0853,0.0602,0.0866,0.0256,0.0854,0.1152,0.051
"Casabianca","Tolima","1222",0.8142,0.8142,0.5052,0.8642,0.7163,0.4328,0.8519,0.6289,0.9803,0.8558,0.6269,0.0336,0.0328,0.0181,0.0562,0.0317,0.9212,0.0164,0.9578,0.8624,0.9286,0.0451,0.0164,0.0241,0.0815,0.0397,0.0548,0.0328,0.0502,0.0787,0.0159
"Carmen de Apicalá","Tolima","1847",1.0444,1.0444,0.7444,1.0604,0.8684,0.6324,1.1359,1.1579,1.2143,1.1393,0.9529,0.0226,0.0325,0.024,0.0187,0.0222,0.9774,0,0.976,0.9813,0.9778,0,0,0,0,0,0.0704,0.065,0.0678,0.0822,0.0533
"Cajamarca","Tolima","3548",0.8873,0.887,0.6162,0.9064,0.7441,0.4778,0.9701,0.831,1.0396,0.9866,0.8358,0.0371,0.045,0.0319,0.0467,0.0248,0.8907,0.005,0.9158,0.8315,0.9355,0.0722,0.005,0.0522,0.1218,0.0397,0.0826,0.03,0.0769,0.1107,0.0521
"Ataco","Tolima","4547",0.9681,0.9681,0.6984,1.0414,0.7434,0.4056,1.0598,0.9312,1.2338,1.0204,0.7431,0.0366,0.0444,0.022,0.0635,0.0224,0.9042,0,0.9127,0.8613,0.9576,0.0592,0,0.0652,0.0752,0.02,0.0701,0.0266,0.0855,0.0708,0.015
"Armero","Tolima","2203",0.8842,0.8842,0.4691,0.8583,0.7432,0.477,1.0581,0.9259,1.0306,1.1173,1.0587,0.0269,0.0467,0.0248,0.0256,0.0262,0.9364,0.0133,0.947,0.9164,0.9551,0.0367,0.0133,0.0282,0.058,0.0187,0.0587,0.0267,0.0632,0.0741,0.0187
"Anzoátegui","Tolima","2207",0.7417,0.7417,0.6071,0.7558,0.6201,0.3431,0.7929,0.7083,0.8961,0.7784,0.6117,0.0328,0.0252,0.021,0.055,0.0206,0.9226,0,0.9445,0.8832,0.9175,0.0445,0,0.0345,0.0619,0.0619,0.075,0.0168,0.0764,0.0945,0.0464
"Ambalema","Tolima","1188",0.6667,0.6667,0.5814,0.6547,0.5564,0.3524,0.7146,0.7558,0.7937,0.7026,0.5429,0.0318,0.0154,0.0212,0.0512,0.0263,0.8763,0,0.9231,0.7747,0.9211,0.0919,0,0.0557,0.1741,0.0526,0.0554,0.0154,0.0557,0.0785,0.0175
"Alvarado","Tolima","1592",0.7644,0.7644,0.584,0.7573,0.6747,0.3345,0.8191,0.84,0.8786,0.8909,0.5273,0.036,0.0476,0.0297,0.0519,0,0.8643,0.0095,0.8934,0.7967,0.9172,0.0997,0.0095,0.0769,0.1515,0.0828,0.1051,0.0286,0.0857,0.1577,0.0621
"Alpujarra","Tolima","812",0.7697,0.7697,0.6667,0.7764,0.7093,0.4375,0.8128,0.7719,0.8509,0.8616,0.6458,0.0273,0.0227,0.0109,0.0482,0.0215,0.9409,0,0.9818,0.8755,0.9785,0.0318,0,0.0073,0.0763,0,0.0591,0,0.0693,0.0643,0.043
"Ibagué","Tolima","84589",1.089,1.0871,0.8349,1.1184,0.9382,0.617,1.1967,1.1453,1.2913,1.2183,0.9862,0.0418,0.044,0.0348,0.0529,0.0331,0.8917,9e-04,0.9264,0.8344,0.9094,0.0664,9e-04,0.0389,0.1127,0.0575,0.0769,0.0631,0.0595,0.1138,0.0406
"Toluviejo","Sucre","4648",0.9279,0.9279,0.7459,0.9442,0.7543,0.4725,1.0398,1.4006,1.0916,1.0309,0.7713,0.032,0.0212,0.0295,0.0385,0.0315,0.8855,0,0.9048,0.8333,0.8879,0.0825,0,0.0657,0.1282,0.0806,0.1232,0.2606,0.0735,0.1604,0.075
